id,eventDate,number,prizeThirdNumber,prizeType,eventType,eventLetters,eventSerie,eventFolio
2015-05-31T,2015-05-31,8082,8,T,Dominical,BBCC,8,5
2015-06-03F,2015-06-03,1078,7,F,Intermedio,BDCA,16,13
2015-06-03S,2015-06-03,7268,6,S,Intermedio,BDCA,16,13
2015-06-03T,2015-06-03,3622,2,T,Intermedio,BDCA,16,13
2015-06-07F,2015-06-07,8041,4,F,Dominical,ACDA,12,12
2015-06-07S,2015-06-07,4030,3,S,Dominical,ACDA,12,12
2015-06-07T,2015-06-07,6047,4,T,Dominical,ACDA,12,12
2015-06-10F,2015-06-10,4459,5,F,Intermedio,CABB,19,13
2015-06-10S,2015-06-10,8063,6,S,Intermedio,CABB,19,13
2015-06-10T,2015-06-10,3864,6,T,Intermedio,CABB,19,13
2015-06-14F,2015-06-14,6325,2,F,Dominical,BDCC,20,11
2015-06-14S,2015-06-14,6098,9,S,Dominical,BDCC,20,11
2015-06-14T,2015-06-14,6411,1,T,Dominical,BDCC,20,11
2015-06-17F,2015-06-17,6254,5,F,Intermedio,BCBB,6,4
2015-06-17S,2015-06-17,9481,8,S,Intermedio,BCBB,6,4
2015-06-17T,2015-06-17,3656,5,T,Intermedio,BCBB,6,4
2015-06-21F,2015-06-21,3728,2,F,Dominical,BAAB,20,5
2015-06-21S,2015-06-21,8226,2,S,Dominical,BAAB,20,5
2015-06-21T,2015-06-21,4819,1,T,Dominical,BAAB,20,5
2015-06-24F,2015-06-24,4245,4,F,Intermedio,BBAA,13,11
2015-06-24S,2015-06-24,0136,3,S,Intermedio,BBAA,13,11
2015-06-24T,2015-06-24,1526,2,T,Intermedio,BBAA,13,11
2015-06-26F,2015-06-26,8024,2,F,Zodiaco,CBBC,5,1
2015-06-26S,2015-06-26,64,6,S,Zodiaco,CBBC,5,1
2015-06-26T,2015-06-26,78,7,T,Zodiaco,CBBC,5,1
2015-06-28F,2015-06-28,1718,1,F,Dominical,CBDB,14,15
2015-06-28S,2015-06-28,9803,0,S,Dominical,CBDB,14,15
2015-06-28T,2015-06-28,4278,7,T,Dominical,CBDB,14,15
2015-07-01F,2015-07-01,8172,7,F,Intermedio,DBCD,4,6
2015-07-01S,2015-07-01,9694,9,S,Intermedio,DBCD,4,6
2015-07-01T,2015-07-01,5016,1,T,Intermedio,DBCD,4,6
2015-07-05F,2015-07-05,8614,1,F,Dominical,DCAC,16,1
2015-07-05S,2015-07-05,5312,1,S,Dominical,DCAC,16,1
2015-07-05T,2015-07-05,9219,1,T,Dominical,DCAC,16,1
2015-07-08F,2015-07-08,8915,1,F,Intermedio,DBCD,3,3
2015-07-08S,2015-07-08,4145,4,S,Intermedio,DBCD,3,3
2015-07-08T,2015-07-08,6362,6,T,Intermedio,DBCD,3,3
2015-07-12F,2015-07-12,5194,9,F,Dominical,DACD,22,1
2015-07-12S,2015-07-12,3375,7,S,Dominical,DACD,22,1
2015-07-12T,2015-07-12,4958,5,T,Dominical,DACD,22,1
2015-07-15F,2015-07-15,9540,4,F,Intermedio,ADBA,15,12
2015-07-15S,2015-07-15,0443,4,S,Intermedio,ADBA,15,12
2015-07-15T,2015-07-15,0326,2,T,Intermedio,ADBA,15,12
2015-07-19F,2015-07-19,2889,8,F,Dominical,ADAA,9,3
2015-07-19S,2015-07-19,3815,1,S,Dominical,ADAA,9,3
2015-07-19T,2015-07-19,4115,1,T,Dominical,ADAA,9,3
2015-07-22F,2015-07-22,4757,5,F,Intermedio,DBCD,3,15
2015-07-22S,2015-07-22,8858,5,S,Intermedio,DBCD,3,15
2015-07-22T,2015-07-22,1440,4,T,Intermedio,DBCD,3,15
2015-07-26F,2015-07-26,233,3,F,Dominical,CCDA,17,6
2015-07-26S,2015-07-26,5165,6,S,Dominical,CCDA,17,6
2015-07-26T,2015-07-26,4814,1,T,Dominical,CCDA,17,6
2015-07-29F,2015-07-29,7120,2,F,Intermedio,DCBC,9,5
2015-07-29S,2015-07-29,0911,1,S,Intermedio,DCBC,9,5
2015-07-29T,2015-07-29,9474,7,T,Intermedio,DCBC,9,5
2015-07-31F,2015-07-31,8647,4,F,Zodiaco,BDAA,1,11
2015-07-31S,2015-07-31,06,0,S,Zodiaco,BDAA,1,11
2015-07-31T,2015-07-31,11,1,T,Zodiaco,BDAA,1,11
2015-08-02F,2015-08-02,7630,3,F,Dominical,DBDA,3,5
2015-08-02S,2015-08-02,1958,5,S,Dominical,DBDA,3,5
2015-08-02T,2015-08-02,1162,6,T,Dominical,DBDA,3,5
2015-08-05F,2015-08-05,1863,6,F,Intermedio,ADDC,13,2
2015-08-05S,2015-08-05,4855,5,S,Intermedio,ADDC,13,2
2015-08-05T,2015-08-05,6735,3,T,Intermedio,ADDC,13,2
2015-08-09F,2015-08-09,1048,4,F,Dominical,BADB,3,4
2015-08-09S,2015-08-09,5789,8,S,Dominical,BADB,3,4
2015-08-09T,2015-08-09,4237,3,T,Dominical,BADB,3,4
2015-08-12F,2015-08-12,8412,1,F,Intermedio,ADAD,17,11
2015-08-12S,2015-08-12,8349,4,S,Intermedio,ADAD,17,11
2015-08-12T,2015-08-12,9623,2,T,Intermedio,ADAD,17,11
2015-08-16F,2015-08-16,51501,0,F,Extraordinaria,BCDC,1,14
2015-08-16S,2015-08-16,52958,5,S,Extraordinaria,BCDC,1,14
2015-08-16T,2015-08-16,87037,3,T,Extraordinaria,BCDC,1,14
2015-08-19F,2015-08-19,7535,3,F,Intermedio,BACD,16,5
2015-08-19S,2015-08-19,0593,9,S,Intermedio,BACD,16,5
2015-08-19T,2015-08-19,8412,1,T,Intermedio,BACD,16,5
2015-08-23F,2015-08-23,9731,3,F,Dominical,CACA,21,1
2015-08-23S,2015-08-23,4515,1,S,Dominical,CACA,21,1
2015-08-23T,2015-08-23,7552,5,T,Dominical,CACA,21,1
2015-08-28F,2015-08-28,5127,2,F,Zodiaco,DADB,1,24
2015-08-28S,2015-08-28,75,7,S,Zodiaco,DADB,1,24
2015-08-28T,2015-08-28,56,5,T,Zodiaco,DADB,1,24
2015-09-02F,2015-09-02,2081,8,F,Intermedio,CCBC,13,6
2015-09-02S,2015-09-02,5591,9,S,Intermedio,CCBC,13,6
2015-09-02T,2015-09-02,4006,0,T,Intermedio,CCBC,13,6
2015-09-06F,2015-09-06,1945,4,F,Dominical,CBDB,1,5
2015-09-06S,2015-09-06,4005,0,S,Dominical,CBDB,1,5
2015-09-06T,2015-09-06,1086,8,T,Dominical,CBDB,1,5
2015-09-09F,2015-09-09,5514,1,F,Intermedio,BABB,13,11
2015-09-09S,2015-09-09,1399,9,S,Intermedio,BABB,13,11
2015-09-09T,2015-09-09,4960,6,T,Intermedio,BABB,13,11
2015-09-13F,2015-09-13,4488,8,F,Dominical,ADAA,5,1
2015-09-13S,2015-09-13,7597,9,S,Dominical,ADAA,5,1
2015-09-13T,2015-09-13,5427,2,T,Dominical,ADAA,5,1
2015-09-16F,2015-09-16,790,9,F,Intermedio,BDDD,3,12
2015-09-16S,2015-09-16,2875,7,S,Intermedio,BDDD,3,12
2015-09-16T,2015-09-16,5851,5,T,Intermedio,BDDD,3,12
2015-09-20F,2015-09-20,5364,6,F,Dominical,BDBC,21,6
2015-09-20S,2015-09-20,7565,6,S,Dominical,BDBC,21,6
2015-09-20T,2015-09-20,0590,9,T,Dominical,BDBC,21,6
2015-09-23F,2015-09-23,5870,7,F,Intermedio,CADC,4,8
2015-09-23S,2015-09-23,0302,0,S,Intermedio,CADC,4,8
2015-09-23T,2015-09-23,2753,5,T,Intermedio,CADC,4,8
2015-09-25F,2015-09-25,353,5,F,Zodiaco,BDAA,1,18
2015-09-25S,2015-09-25,82,8,S,Zodiaco,BDAA,1,18
2015-09-25T,2015-09-25,28,2,T,Zodiaco,BDAA,1,18
2015-09-27F,2015-09-27,9162,6,F,Dominical,DCCB,5,1
2015-09-27S,2015-09-27,9926,2,S,Dominical,DCCB,5,1
2015-09-27T,2015-09-27,1432,3,T,Dominical,DCCB,5,1
2015-09-30F,2015-09-30,7485,8,F,Intermedio,DACD,7,15
2015-09-30S,2015-09-30,5743,4,S,Intermedio,DACD,7,15
2015-09-30T,2015-09-30,0089,8,T,Intermedio,DACD,7,15
2015-10-05F,2015-10-05,8791,9,F,Dominical,DCBB,21,3
2015-10-05S,2015-10-05,0585,8,S,Dominical,DCBB,21,3
2015-10-05T,2015-10-05,4650,5,T,Dominical,DCBB,21,3
2015-10-08F,2015-10-08,5817,1,F,Intermedio,DBBA,15,11
2015-10-08S,2015-10-08,1415,1,S,Intermedio,DBBA,15,11
2015-10-08T,2015-10-08,4410,1,T,Intermedio,DBBA,15,11
2015-10-11F,2015-10-11,100,0,F,Dominical,BBCA,10,3
2015-10-11S,2015-10-11,8235,3,S,Dominical,BBCA,10,3
2015-10-11T,2015-10-11,6395,9,T,Dominical,BBCA,10,3
2015-10-14F,2015-10-14,3032,3,F,Intermedio,DABD,13,6
2015-10-14S,2015-10-14,7621,2,S,Intermedio,DABD,13,6
2015-10-14T,2015-10-14,2686,8,T,Intermedio,DABD,13,6
2015-10-18F,2015-10-18,536,3,F,Dominical,CBDB,03,10
2015-10-18S,2015-10-18,5326,2,S,Dominical,CBDB,03,10
2015-10-18T,2015-10-18,5599,9,T,Dominical,CBDB,03,10
2015-10-21F,2015-10-21,7134,3,F,Intermedio,CAAD,12,15
2015-10-21S,2015-10-21,9613,1,S,Intermedio,CAAD,12,15
2015-10-21T,2015-10-21,4031,3,T,Intermedio,CAAD,12,15
2015-10-25F,2015-10-25,3929,2,F,Dominical,CCAC,15,3
2015-10-25S,2015-10-25,3791,9,S,Dominical,CCAC,15,3
2015-10-25T,2015-10-25,2249,4,T,Dominical,CCAC,15,3
2015-10-28F,2015-10-28,9437,3,F,Intermedio,CDBB,14,13
2015-10-28S,2015-10-28,5856,5,S,Intermedio,CDBB,14,13
2015-10-28T,2015-10-28,0427,2,T,Intermedio,CDBB,14,13
2015-10-30F,2015-10-30,7748,4,F,Zodiaco,CBAD,9,21
2015-10-30S,2015-10-30,98,9,S,Zodiaco,CBAD,9,21
2015-10-30T,2015-10-30,75,7,T,Zodiaco,CBAD,9,21
2015-11-01F,2015-11-01,3409,0,F,Dominical,DAAC,12,5
2015-11-01S,2015-11-01,0483,8,S,Dominical,DAAC,12,5
2015-11-01T,2015-11-01,2020,2,T,Dominical,DAAC,12,5
2015-11-04F,2015-11-04,2031,3,F,Intermedio,CADC,16,11
2015-11-04S,2015-11-04,5283,8,S,Intermedio,CADC,16,11
2015-11-04T,2015-11-04,3838,3,T,Intermedio,CADC,16,11
2015-11-08F,2015-11-08,1641,4,F,Dominical,CCAA,1,15
2015-11-08S,2015-11-08,7785,8,S,Dominical,CCAA,1,15
2015-11-08T,2015-11-08,2558,5,T,Dominical,CCAA,1,15
2015-11-11F,2015-11-11,8506,0,F,Intermedio,ABAC,7,1
2015-11-11S,2015-11-11,5116,1,S,Intermedio,ABAC,7,1
2015-11-11T,2015-11-11,2859,5,T,Intermedio,ABAC,7,1
2015-11-15F,2015-11-15,221,2,F,Dominical,CBCA,7,3
2015-11-15S,2015-11-15,1524,2,S,Dominical,CBCA,7,3
2015-11-15T,2015-11-15,9189,8,T,Dominical,CBCA,7,3
2015-11-18F,2015-11-18,7318,1,F,Intermedio,BCBB,13,3
2015-11-18S,2015-11-18,0191,9,S,Intermedio,BCBB,13,3
2015-11-18T,2015-11-18,4948,4,T,Intermedio,BCBB,13,3
2015-11-22F,2015-11-22,8805,0,F,Dominical,DADB,5,3
2015-11-22S,2015-11-22,8630,3,S,Dominical,DADB,5,3
2015-11-22T,2015-11-22,1866,6,T,Dominical,DADB,5,3
2015-11-25F,2015-11-25,5919,1,F,Intermedio,DABD,12,7
2015-11-25S,2015-11-25,9636,3,S,Intermedio,DABD,12,7
2015-11-25T,2015-11-25,7097,9,T,Intermedio,DABD,12,7
2015-11-27F,2015-11-27,5645,4,F,Zodiaco,BBBC,1,15
2015-11-27S,2015-11-27,34,3,S,Zodiaco,BBBC,1,15
2015-11-27T,2015-11-27,46,4,T,Zodiaco,BBBC,1,15
2015-11-29F,2015-11-29,1809,0,F,Dominical,BAAD,18,3
2015-11-29S,2015-11-29,0364,6,S,Dominical,BAAD,18,3
2015-11-29T,2015-11-29,2800,0,T,Dominical,BAAD,18,3
2015-12-02F,2015-12-02,8088,8,F,Intermedio,BBCA,19,15
2015-12-02S,2015-12-02,9962,6,S,Intermedio,BBCA,19,15
2015-12-02T,2015-12-02,1116,1,T,Intermedio,BBCA,19,15
2015-12-06F,2015-12-06,9048,4,F,Dominical,BABA,15,13
2015-12-06S,2015-12-06,3377,7,S,Dominical,BABA,15,13
2015-12-06T,2015-12-06,3028,2,T,Dominical,BABA,15,13
2015-12-09F,2015-12-09,4097,9,F,Intermedio,DDCC,1,10
2015-12-09S,2015-12-09,5291,9,S,Intermedio,DDCC,1,10
2015-12-09T,2015-12-09,7832,3,T,Intermedio,DDCC,1,10
2015-12-11F,2015-12-11,9741,4,F,Zodiaco,BDCA,1,13
2015-12-11S,2015-12-11,37,3,S,Zodiaco,BDCA,1,13
2015-12-11T,2015-12-11,34,3,T,Zodiaco,BDCA,1,13
2015-12-13F,2015-12-13,1181,8,F,Dominical,BDDC,12,5
2015-12-13S,2015-12-13,8929,2,S,Dominical,BDDC,12,5
2015-12-13T,2015-12-13,5007,0,T,Dominical,BDDC,12,5
2015-12-16F,2015-12-16,5238,3,F,Intermedio,CCAC,15,9
2015-12-16S,2015-12-16,7321,2,S,Intermedio,CCAC,15,9
2015-12-16T,2015-12-16,5066,6,T,Intermedio,CCAC,15,9
2015-12-20F,2015-12-20,8344,4,F,Extraordinaria,CABD,2,7
2015-12-20S,2015-12-20,99160,6,S,Extraordinaria,CABD,2,7
2015-12-20T,2015-12-20,61717,1,T,Extraordinaria,CABD,2,7
2015-12-23F,2015-12-23,5736,3,F,Intermedio,BDBD,16,15
2015-12-23S,2015-12-23,0038,3,S,Intermedio,BDBD,16,15
2015-12-23T,2015-12-23,7632,3,T,Intermedio,BDBD,16,15
2015-12-27F,2015-12-27,6270,7,F,Dominical,CBAC,21,14
2015-12-27S,2015-12-27,6482,8,S,Dominical,CBAC,21,14
2015-12-27T,2015-12-27,6013,1,T,Dominical,CBAC,21,14
2015-12-30F,2015-12-30,2248,4,F,Intermedio,BABB,9,2
2015-12-30S,2015-12-30,1774,7,S,Intermedio,BABB,9,2
2015-12-30T,2015-12-30,9069,6,T,Intermedio,BABB,9,2
2016-01-03F,2016-01-03,1179,7,F,Dominical,CABA,11,3
2016-01-03S,2016-01-03,5731,3,S,Dominical,CABA,11,3
2016-01-03T,2016-01-03,9138,3,T,Dominical,CABA,11,3
2016-01-06F,2016-01-06,9475,7,F,Intermedio,DADD,19,5
2016-01-06S,2016-01-06,9657,5,S,Intermedio,DADD,19,5
2016-01-06T,2016-01-06,0966,6,T,Intermedio,DADD,19,5
2016-01-10F,2016-01-10,5356,5,F,Dominical,DBDD,1,3
2016-01-10S,2016-01-10,6383,8,S,Dominical,DBDD,1,3
2016-01-10T,2016-01-10,3401,0,T,Dominical,DBDD,1,3
2016-01-13F,2016-01-13,9125,2,F,Intermedio,BDDD,1,13
2016-01-13S,2016-01-13,3761,6,S,Intermedio,BDDD,1,13
2016-01-13T,2016-01-13,9835,3,T,Intermedio,BDDD,1,13
2016-01-17F,2016-01-17,7848,4,F,Dominical,AADA,15,9
2016-01-17S,2016-01-17,4129,2,S,Dominical,AADA,15,9
2016-01-17T,2016-01-17,2224,2,T,Dominical,AADA,15,9
2016-01-20F,2016-01-20,3563,6,F,Intermedio,DDBC,10,12
2016-01-20S,2016-01-20,6226,2,S,Intermedio,DDBC,10,12
2016-01-20T,2016-01-20,2035,3,T,Intermedio,DDBC,10,12
2016-01-24F,2016-01-24,1857,5,F,Dominical,DDBC,12,6
2016-01-24S,2016-01-24,9794,9,S,Dominical,DDBC,12,6
2016-01-24T,2016-01-24,4673,7,T,Dominical,DDBC,12,6
2016-01-27F,2016-01-27,8762,6,F,Intermedio,DBBC,6,9
2016-01-27S,2016-01-27,3735,3,S,Intermedio,DBBC,6,9
2016-01-27T,2016-01-27,0545,4,T,Intermedio,DBBC,6,9
2016-01-29F,2016-01-29,9101,0,F,Zodiaco,BADD,1,22
2016-01-29S,2016-01-29,66,6,S,Zodiaco,BADD,1,22
2016-01-29T,2016-01-29,77,7,T,Zodiaco,BADD,1,22
2016-01-31F,2016-01-31,4614,1,F,Dominical,ACBD,3,5
2016-01-31S,2016-01-31,2256,5,S,Dominical,ACBD,3,5
2016-01-31T,2016-01-31,3733,3,T,Dominical,ACBD,3,5
2016-02-03F,2016-02-03,5440,4,F,Intermedio,ABDD,11,2
2016-02-03S,2016-02-03,2095,9,S,Intermedio,ABDD,11,2
2016-02-03T,2016-02-03,6375,7,T,Intermedio,ABDD,11,2
2016-02-06F,2016-02-06,8329,2,F,Dominical,BDDA,4,12
2016-02-06S,2016-02-06,7317,1,S,Dominical,BDDA,4,12
2016-02-06T,2016-02-06,7598,9,T,Dominical,BDDA,4,12
2016-02-11F,2016-02-11,4227,2,F,Intermedio,BADC,19,15
2016-02-11S,2016-02-11,6681,8,S,Intermedio,BADC,19,15
2016-02-11T,2016-02-11,5471,7,T,Intermedio,BADC,19,15
2016-02-14F,2016-02-14,5497,9,F,Dominical,BCDA,4,8
2016-02-14S,2016-02-14,8050,5,S,Dominical,BCDA,4,8
2016-02-14T,2016-02-14,2333,3,T,Dominical,BCDA,4,8
2016-02-17F,2016-02-17,5217,1,F,Intermedio,ABBC,4,12
2016-02-17S,2016-02-17,0381,8,S,Intermedio,ABBC,4,12
2016-02-17T,2016-02-17,1558,5,T,Intermedio,ABBC,4,12
2016-02-21F,2016-02-21,8483,8,F,Dominical,DCBA,21,9
2016-02-21S,2016-02-21,1656,5,S,Dominical,DCBA,21,9
2016-02-21T,2016-02-21,0235,3,T,Dominical,DCBA,21,9
2016-02-24F,2016-02-24,6471,7,F,Intermedio,CDCB,7,6
2016-02-24S,2016-02-24,1810,1,S,Intermedio,CDCB,7,6
2016-02-24T,2016-02-24,0666,6,T,Intermedio,CDCB,7,6
2016-02-26F,2016-02-26,5681,8,F,Zodiaco,CCAC,8,5
2016-02-26S,2016-02-26,78,7,S,Zodiaco,CCAC,8,5
2016-02-26T,2016-02-26,41,4,T,Zodiaco,CCAC,8,5
2016-02-28F,2016-02-28,5822,2,F,Dominical,BDDB,17,5
2016-02-28S,2016-02-28,4158,5,S,Dominical,BDDB,17,5
2016-02-28T,2016-02-28,6799,9,T,Dominical,BDDB,17,5
2016-03-02F,2016-03-02,4418,1,F,Intermedio,BCBC,12,5
2016-03-02S,2016-03-02,4427,2,S,Intermedio,BCBC,12,5
2016-03-02T,2016-03-02,0136,3,T,Intermedio,BCBC,12,5
2016-03-06F,2016-03-06,7758,5,F,Dominical,DBBA,11,3
2016-03-06S,2016-03-06,9217,1,S,Dominical,DBBA,11,3
2016-03-06T,2016-03-06,4994,9,T,Dominical,DBBA,11,3
2016-03-09F,2016-03-09,9241,4,F,Intermedio,CCAB,1,15
2016-03-09S,2016-03-09,6537,3,S,Intermedio,CCAB,1,15
2016-03-09T,2016-03-09,6950,5,T,Intermedio,CCAB,1,15
2016-03-13F,2016-03-13,7983,8,F,Dominical,BDCC,13,15
2016-03-13S,2016-03-13,0671,7,S,Dominical,BDCC,13,15
2016-03-13T,2016-03-13,8984,8,T,Dominical,BDCC,13,15
2016-03-16F,2016-03-16,4585,8,F,Intermedio,CDDC,8,11
2016-03-16S,2016-03-16,7517,1,S,Intermedio,CDDC,8,11
2016-03-16T,2016-03-16,9096,9,T,Intermedio,CDDC,8,11
2016-03-18F,2016-03-18,9212,1,F,Zodiaco,BBDB,6,19
2016-03-18S,2016-03-18,57,5,S,Zodiaco,BBDB,6,19
2016-03-18T,2016-03-18,48,4,T,Zodiaco,BBDB,6,19
2016-03-20F,2016-03-20,3386,8,F,Dominical,DDCB,8,8
2016-03-20S,2016-03-20,8833,3,S,Dominical,DDCB,8,8
2016-03-20T,2016-03-20,7173,7,T,Dominical,DDCB,8,8
2016-03-23F,2016-03-23,7486,8,F,Intermedio,DBDA,1,15
2016-03-23S,2016-03-23,6922,2,S,Intermedio,DBDA,1,15
2016-03-23T,2016-03-23,0364,6,T,Intermedio,DBDA,1,15
2016-03-28F,2016-03-28,7602,0,F,Dominical,DADB,4,9
2016-03-28S,2016-03-28,6309,0,S,Dominical,DADB,4,9
2016-03-28T,2016-03-28,3487,8,T,Dominical,DADB,4,9
2016-03-31F,2016-03-31,8391,9,F,Intermedio,DCCD,5,13
2016-03-31S,2016-03-31,6580,8,S,Intermedio,DCCD,5,13
2016-03-31T,2016-03-31,2796,9,T,Intermedio,DCCD,5,13
2016-04-03F,2016-04-03,5844,4,F,Dominical,DCCA,13,9
2016-04-03S,2016-04-03,0653,5,S,Dominical,DCCA,13,9
2016-04-03T,2016-04-03,8764,6,T,Dominical,DCCA,13,9
2016-04-06F,2016-04-06,5490,9,F,Intermedio,CBBC,4,3
2016-04-06S,2016-04-06,6623,2,S,Intermedio,CBBC,4,3
2016-04-06T,2016-04-06,4221,2,T,Intermedio,CBBC,4,3
2016-04-10F,2016-04-10,9725,2,F,Dominical,DDAC,8,15
2016-04-10S,2016-04-10,2206,0,S,Dominical,DDAC,8,15
2016-04-10T,2016-04-10,8057,5,T,Dominical,DDAC,8,15
2016-04-13F,2016-04-13,1529,2,F,Intermedio,BCCB,15,2
2016-04-13S,2016-04-13,8514,1,S,Intermedio,BCCB,15,2
2016-04-13T,2016-04-13,8300,0,T,Intermedio,BCCB,15,2
2016-04-17F,2016-04-17,16047,4,F,Extraordinaria,CCDD,3,13
2016-04-17S,2016-04-17,29904,0,S,Extraordinaria,CCDD,3,13
2016-04-17T,2016-04-17,74849,4,T,Extraordinaria,CCDD,3,13
2016-04-20F,2016-04-20,2612,1,F,Intermedio,ADDA,7,6
2016-04-20S,2016-04-20,2575,7,S,Intermedio,ADDA,7,6
2016-04-20T,2016-04-20,4786,8,T,Intermedio,ADDA,7,6
2016-04-24F,2016-04-24,6178,7,F,Dominical,DCBD,14,7
2016-04-24S,2016-04-24,0347,4,S,Dominical,DCBD,14,7
2016-04-24T,2016-04-24,5889,8,T,Dominical,DCBD,14,7
2016-04-27F,2016-04-27,5088,8,F,Intermedio,ACAC,16,2
2016-04-27S,2016-04-27,6812,1,S,Intermedio,ACAC,16,2
2016-04-27T,2016-04-27,7547,4,T,Intermedio,ACAC,16,2
2016-04-29F,2016-04-29,7854,5,F,Zodiaco,AADC,9,5
2016-04-29S,2016-04-29,02,0,S,Zodiaco,AADC,9,5
2016-04-29T,2016-04-29,74,7,T,Zodiaco,AADC,9,5
2016-05-01F,2016-05-01,6984,8,F,Dominical,BCAA,10,3
2016-05-01S,2016-05-01,8625,2,S,Dominical,BCAA,10,3
2016-05-01T,2016-05-01,8670,7,T,Dominical,BCAA,10,3
2016-05-04F,2016-05-04,3938,3,F,Intermedio,DBBB,3,15
2016-05-04S,2016-05-04,9782,8,S,Intermedio,DBBB,3,15
2016-05-04T,2016-05-04,1308,0,T,Intermedio,DBBB,3,15
2016-05-08F,2016-05-08,3431,3,F,Dominical,DCCA,4,11
2016-05-08S,2016-05-08,5412,1,S,Dominical,DCCA,4,11
2016-05-08T,2016-05-08,6188,8,T,Dominical,DCCA,4,11
2016-05-11F,2016-05-11,7560,6,F,Intermedio,BDBC,17,6
2016-05-11S,2016-05-11,1926,2,S,Intermedio,BDBC,17,6
2016-05-11T,2016-05-11,3828,2,T,Intermedio,BDBC,17,6
2016-05-15F,2016-05-15,7630,3,F,Dominical,AABC,12,9
2016-05-15S,2016-05-15,0376,7,S,Dominical,AABC,12,9
2016-05-15T,2016-05-15,9679,7,T,Dominical,AABC,12,9
2016-05-18F,2016-05-18,0047,4,F,Intermedio,AADA,1,4
2016-05-18S,2016-05-18,2773,7,S,Intermedio,AADA,1,4
2016-05-18T,2016-05-18,4961,6,T,Intermedio,AADA,1,4
2016-05-22F,2016-05-22,2577,7,F,Dominical,ADAA,20,6
2016-05-22S,2016-05-22,1092,9,S,Dominical,ADAA,20,6
2016-05-22T,2016-05-22,5591,9,T,Dominical,ADAA,20,6
2016-05-25F,2016-05-25,4990,9,F,Intermedio,AADA,19,15
2016-05-25S,2016-05-25,4614,1,S,Intermedio,AADA,19,15
2016-05-25T,2016-05-25,0830,3,T,Intermedio,AADA,19,15
2016-05-27F,2016-05-27,9026,2,F,Zodiaco,DCAD,6,16
2016-05-27S,2016-05-27,35,3,S,Zodiaco,DCAD,6,16
2016-05-27T,2016-05-27,29,2,T,Zodiaco,DCAD,6,16
2016-05-29F,2016-05-29,9865,6,F,Dominical,CDBD,1,13
2016-05-29S,2016-05-29,1018,1,S,Dominical,CDBD,1,13
2016-05-29T,2016-05-29,6967,6,T,Dominical,CDBD,1,13
2016-06-01F,2016-06-01,0027,2,F,Intermedio,DDAC,15,6
2016-06-01S,2016-06-01,8584,8,S,Intermedio,DDAC,15,6
2016-06-01T,2016-06-01,0386,8,T,Intermedio,DDAC,15,6
2016-06-05F,2016-06-05,4675,7,F,Dominical,DAAD,6,5
2016-06-05S,2016-06-05,5720,2,S,Dominical,DAAD,6,5
2016-06-05T,2016-06-05,0381,8,T,Dominical,DAAD,6,5
2016-06-08F,2016-06-08,6630,3,F,Intermedio,ADDA,20,11
2016-06-08S,2016-06-08,1695,9,S,Intermedio,ADDA,20,11
2016-06-08T,2016-06-08,4372,7,T,Intermedio,ADDA,20,11
2016-06-12F,2016-06-12,2861,6,F,Dominical,DDBC,19,11
2016-06-12S,2016-06-12,8530,3,S,Dominical,DDBC,19,11
2016-06-12T,2016-06-12,5646,4,T,Dominical,DDBC,19,11
2016-06-15F,2016-06-15,1409,0,F,Intermedio,DDCB,11,2
2016-06-15S,2016-06-15,7246,4,S,Intermedio,DDCB,11,2
2016-06-15T,2016-06-15,5401,0,T,Intermedio,DDCB,11,2
2016-06-19F,2016-06-19,0780,8,F,Dominical,BCCD,3,10
2016-06-19S,2016-06-19,9951,5,S,Dominical,BCCD,3,10
2016-06-19T,2016-06-19,4354,5,T,Dominical,BCCD,3,10
2016-06-22F,2016-06-22,3097,9,F,Intermedio,CBDA,3,3
2016-06-22S,2016-06-22,9406,0,S,Intermedio,CBDA,3,3
2016-06-22T,2016-06-22,3677,7,T,Intermedio,CBDA,3,3
2016-06-24F,2016-06-24,5385,8,F,Zodiaco,ADBB,7,24
2016-06-24S,2016-06-24,09,0,S,Zodiaco,ADBB,7,24
2016-06-24T,2016-06-24,61,6,T,Zodiaco,ADBB,7,24
2016-06-27F,2016-06-27,5068,6,F,Dominical,DCCB,20,8
2016-06-27S,2016-06-27,7398,9,S,Dominical,DCCB,20,8
2016-06-27T,2016-06-27,8996,9,T,Dominical,DCCB,20,8
2016-06-30F,2016-06-30,5564,6,F,Intermedio,AAAC,4,1
2016-06-30S,2016-06-30,2551,5,S,Intermedio,AAAC,4,1
2016-06-30T,2016-06-30,9667,6,T,Intermedio,AAAC,4,1
2016-07-03F,2016-07-03,5365,6,F,Dominical,ADDC,21,5
2016-07-03S,2016-07-03,1171,7,S,Dominical,ADDC,21,5
2016-07-03T,2016-07-03,6567,6,T,Dominical,ADDC,21,5
2016-07-06F,2016-07-06,8742,4,F,Intermedio,ACCA,14,6
2016-07-06S,2016-07-06,4522,2,S,Intermedio,ACCA,14,6
2016-07-06T,2016-07-06,7773,7,T,Intermedio,ACCA,14,6
2016-07-10F,2016-07-10,0020,2,F,Dominical,BBCB,21,3
2016-07-10S,2016-07-10,4182,8,S,Dominical,BBCB,21,3
2016-07-10T,2016-07-10,4642,4,T,Dominical,BBCB,21,3
2016-07-13F,2016-07-13,7701,0,F,Intermedio,AACB,17,13
